committee_id,candidate_name,state_full,disbursement_date,disbursement_description,disbursement_amount,recipient_name,pdf_url,sub_id,two_years_after_office,two_years_after_last_election,after_death,TIMES_CATEGORY
C00165241,"ACKERMAN, GARY L.",New York,2017-08-07 00:00:00,DONATION,722.47,LGBT NETWORK,http://docquery.fec.gov/cgi-bin/fecimg/?201708179070389288,4081720171447578339,True,False,False,charitable donation
C00165241,"ACKERMAN, GARY L.",New York,2015-01-04 00:00:00,INTERNET ACCESS,108.43,COMCAST,http://docquery.fec.gov/cgi-bin/fecimg/?15951116509,4040920151241758064,True,False,False,internet
C00165241,"ACKERMAN, GARY L.",New York,2015-01-04 00:00:00,COMPUTER SERVICE,125.0,NGP VAN,http://docquery.fec.gov/cgi-bin/fecimg/?15951116510,4040920151241758066,True,False,False,campaign software
C00165241,"ACKERMAN, GARY L.",New York,2015-01-26 00:00:00,INTERNET ACCESS,108.43,COMCAST,http://docquery.fec.gov/cgi-bin/fecimg/?15951116507,4040920151241758058,True,False,False,internet
C00165241,"ACKERMAN, GARY L.",New York,2015-01-26 00:00:00,INTERNET ACCESS,108.43,COMCAST,http://docquery.fec.gov/cgi-bin/fecimg/?15951116507,4040920151241758059,True,False,False,internet
C00165241,"ACKERMAN, GARY L.",New York,2015-01-27 00:00:00,OFFICE RENT,293.0,PUBLIC STORAGE,http://docquery.fec.gov/cgi-bin/fecimg/?15951116508,4040920151241758061,True,False,False,rent
C00165241,"ACKERMAN, GARY L.",New York,2015-01-27 00:00:00,OFFICE RENT,293.0,PUBLIC STORAGE,http://docquery.fec.gov/cgi-bin/fecimg/?15951116508,4040920151241758062,True,False,False,rent
C00165241,"ACKERMAN, GARY L.",New York,2015-03-02 00:00:00,COMPUTER SERVICE,125.0,NGP VAN,http://docquery.fec.gov/cgi-bin/fecimg/?15951116510,4040920151241758068,True,False,False,campaign software
C00165241,"ACKERMAN, GARY L.",New York,2015-04-02 00:00:00,CREDIT CARD FEE,120.0,AMERICAN EXPRESS,http://docquery.fec.gov/cgi-bin/fecimg/?201507129000088460,4071320151246981799,True,False,False,credit cards
C00165241,"ACKERMAN, GARY L.",New York,2015-04-02 00:00:00,INTERNET ACCESS,110.55,COMCAST,http://docquery.fec.gov/cgi-bin/fecimg/?201507129000088460,4071320151246981800,True,False,False,internet
C00165241,"ACKERMAN, GARY L.",New York,2015-04-07 00:00:00,OFFICE RENT,293.0,PUBLIC STORAGE,http://docquery.fec.gov/cgi-bin/fecimg/?201507129000088461,4071320151246981802,True,False,False,rent
C00165241,"ACKERMAN, GARY L.",New York,2015-04-07 00:00:00,OFFICE RENT,293.0,PUBLIC STORAGE,http://docquery.fec.gov/cgi-bin/fecimg/?201507129000088461,4071320151246981803,True,False,False,rent
C00165241,"ACKERMAN, GARY L.",New York,2015-05-14 00:00:00,BANK SERVICE CHARGE,7.02,AMERICAN EXPRESS,http://docquery.fec.gov/cgi-bin/fecimg/?201507129000088462,4071320151246981805,True,False,False,bank fees
C00165241,"ACKERMAN, GARY L.",New York,2015-05-14 00:00:00,INTERNET ACCESS,110.55,COMCAST,http://docquery.fec.gov/cgi-bin/fecimg/?201507129000088462,4071320151246981806,True,False,False,internet
C00165241,"ACKERMAN, GARY L.",New York,2015-05-14 00:00:00,INTERNET ACCESS,110.55,COMCAST,http://docquery.fec.gov/cgi-bin/fecimg/?201507129000088463,4071320151246981807,True,False,False,internet
