committee_id,candidate_name,state_full,disbursement_date,disbursement_description,disbursement_amount,recipient_name,pdf_url,sub_id,two_years_after_office,two_years_after_last_election,after_death,TIMES_CATEGORY
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-12-18 00:00:00,TELEPHONE,83.0,AT&T,http://docquery.fec.gov/cgi-bin/fecimg/?28020090862,2021520081084885956,True,False,False,phones/fax
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-12-22 00:00:00,ENTERTAINMENT-CONSTITUENTS,2777.0,BANK OF AMERICA,http://docquery.fec.gov/cgi-bin/fecimg/?28020090863,2021520081084885957,True,False,False,events
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-12-31 00:00:00,ACCOUNTING (FINAL),5500.0,SGWS LLC,http://docquery.fec.gov/cgi-bin/fecimg/?28020090863,2021520081084885958,True,False,False,accounting/compliance/tax prep
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-01-22 00:00:00,CONSTITUENT MEETING,1030.0,BANK OF AMERICA,http://docquery.fec.gov/cgi-bin/fecimg/?27020112723,2042420071076880148,True,False,False,events
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-02-19 00:00:00,TELEPHONE,78.0,BELL SOUTH,http://docquery.fec.gov/cgi-bin/fecimg/?27020112722,2042420071076880144,True,False,False,phones/fax
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-02-19 00:00:00,TRAVEL,761.0,BANK OF AMERICA,http://docquery.fec.gov/cgi-bin/fecimg/?27020112723,2042420071076880149,True,False,False,travel
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-03-16 00:00:00,RECEPTION,1204.0,BANK OF AMERICA,http://docquery.fec.gov/cgi-bin/fecimg/?27020112722,2042420071076880145,True,False,False,events
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-03-16 00:00:00,TELEPHONE,80.0,BELL SOUTH,http://docquery.fec.gov/cgi-bin/fecimg/?27020112722,2042420071076880146,True,False,False,phones/fax
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-03-16 00:00:00,CONTRIBUTION,2300.0,JOHN EDWARDS FOR PRESIDENT,http://docquery.fec.gov/cgi-bin/fecimg/?27020112724,2042420071076880150,True,False,False,political contribution
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-03-16 00:00:00,CONTRIBUTION,2300.0,CHRIS DODD FOR PRESIDENT,http://docquery.fec.gov/cgi-bin/fecimg/?27020112724,2042420071076880151,True,False,False,political contribution
C00028332,"HOLLINGS, ERNEST F",South Carolina,2007-01-22 00:00:00,TELEPHONE,78.0,BELL SOUTH,http://docquery.fec.gov/cgi-bin/fecimg/?27020112723,2042420071076880147,True,False,False,phones/fax
