committee_id,candidate_name,state_full,disbursement_date,disbursement_description,disbursement_amount,recipient_name,pdf_url,sub_id,two_years_after_office,two_years_after_last_election,after_death,TIMES_CATEGORY
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-02-23 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,BOB MATSUI FOR CONGRESS COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?99020081089,3062020110010713441,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-02-23 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,500.0,FRIENDS OF ROY BLUNT,http://docquery.fec.gov/cgi-bin/fecimg/?99020081089,3062020110010715337,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-02-25 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,ROB COUHIG FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?99020081089,3062020110010723953,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-03-22 00:00:00,IN-KIND CONTRIB MADE TO REG. FILER,885.0,FEINSTEIN FOR SENATE '94,http://docquery.fec.gov/cgi-bin/fecimg/?99020081089,3062020110010713438,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-03-22 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,987.0,FEINSTEIN FOR SENATE '94,http://docquery.fec.gov/cgi-bin/fecimg/?99020081089,3062020110010716305,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-03-22 00:00:00,IN-KIND CONTRIB MADE TO REG. FILER,126.0,FEINSTEIN FOR SENATE '94,http://docquery.fec.gov/cgi-bin/fecimg/?99020081089,3062020110010716985,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-03-22 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,KENNEDY FOR SENATE 2000,http://docquery.fec.gov/cgi-bin/fecimg/?99020081089,3062020110010718819,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-03-22 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,2500.0,FREEPORT-MCMORAN COPPER & GOLD INC CITIZENSHIP COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?99020081089,3062020110010723954,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-04-02 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1250.0,COMMITTEE TO ELECT MARC MORIAL,http://docquery.fec.gov/cgi-bin/fecimg/?99020081090,3062020110010724033,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-04-15 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,JOHN D DINGELL FOR CONGRESS COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?99020081090,3062020110010709643,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-09-27 00:00:00,IN-KIND CONTRIB MADE TO REG. FILER,1270.0,PETE'S POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?20020082822,3062020110010683899,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-04-15 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,CHRIS JOHN FOR CONGRESS COMMITTEE INC,http://docquery.fec.gov/cgi-bin/fecimg/?99020081090,3062020110010711919,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-04-15 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,MIKULSKI FOR SENATE COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?99020081090,3062020110010712198,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-04-15 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,FRIENDS OF KENT CONRAD,http://docquery.fec.gov/cgi-bin/fecimg/?99020081090,3062020110010722088,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-04-15 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,ANDREWS FOR CONGRESS COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?99020081090,3062020110010722129,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-04-21 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,BILLY TAUZIN CONGRESSIONAL COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?99020081090,3062020110010727297,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-04-28 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,LIEBERMAN 2000 COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?99020081090,3062020110010713439,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-06-07 00:00:00,IN-KIND CONTRIB MADE TO REG. FILER,816.0,DAVE TREEN FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?99020081091,3062020110010716984,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-06-07 00:00:00,IN-KIND CONTRIB MADE TO REG. FILER,137.0,DAVE TREEN FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?99020081091,3062020110010727325,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-06-08 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,5000.0,DEDICATED AMERICANS FOR THE SENATE AND THE HOUSE PAC(DASHPAC),http://docquery.fec.gov/cgi-bin/fecimg/?99020081091,3062020110010724499,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-06-16 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,500.0,COMMITTEE TO ELECT LINDSEY GRAHAM,http://docquery.fec.gov/cgi-bin/fecimg/?99020081091,3062020110010712196,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-06-17 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,BAYOU LEADER POLITICAL ACTION COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?99020081091,3062020110010715339,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-06-30 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,MIKULSKI FOR SENATE COMMITTEE,http://docquery.fec.gov/cgi-bin/fecimg/?99020081091,3062020110010714626,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-07-20 00:00:00,CONTRIBUTION MADE TO NON-AFFILIATED,1000.0,HOLLINGS FOR SENATE,http://docquery.fec.gov/cgi-bin/fecimg/?20020082821,3062020110010669435,True,False,False,political contribution: from lobbyist
C00077537,"JOHNSTON, J BENNETT",Louisiana,1999-08-03 00:00:00,IN-KIND CONTRIB MADE TO REG. FILER,685.0,BINGAMAN 2000,http://docquery.fec.gov/cgi-bin/fecimg/?20020082821,3062020110010668647,True,False,False,political contribution: from lobbyist
